,parm_cd,group,parm_nm,epa_equivalence,result_statistical_basis,result_time_basis,result_weight_basis,result_particle_size_basis,result_sample_fraction,result_temperature_basis,CASRN,SRSName,parm_unit
200,00631,Nutrient,"Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen",Agree,,,,,Dissolved,, ,Inorganic nitrogen (nitrate and nitrite),mg/l as N
201,00633,Nutrient,"Nitrate plus nitrite, bed sediment, total, dry weight, milligrams per kilogram as nitrogen",Agree,,,Dry,,Bed Sediment,, ,Inorganic nitrogen (nitrate and nitrite),mg/kg as N
202,00635,Nutrient,"Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen",Agree,,,,,Total,, ,Kjeldahl nitrogen,mg/l as N
203,00636,Nutrient,"Ammonia plus organic nitrogen, water, filtered, milligrams per liter as nitrogen",Agree,,,,,Dissolved,, ,Kjeldahl nitrogen,mg/l as N
204,00639,Nutrient,"Albuminoid nitrogen, water, unfiltered, milligrams per liter as nitrogen",Agree,,,,,Total,, , ,mg/l as N
205,00650,Nutrient,"Phosphate, water, unfiltered, milligrams per liter as PO4",Agree,,,,,Total,, ,Phosphate-phosphorus,mg/l
206,00653,Nutrient,"Phosphate, water, filtered, milligrams per liter as PO4",Agree,,,,,Dissolved,, ,Phosphate-phosphorus,mg/l
207,00660,Nutrient,"Orthophosphate, water, filtered, milligrams per liter as PO4",Not checked,,,,,Dissolved,,14265-44-2,Phosphate,mg/l asPO4
208,00662,Nutrient,"Phosphorus, water, unfiltered, recoverable, micrograms per liter as phosphorus",Agree,,,,,Recoverable,,7723-14-0, ,ug/l as P
209,00665,Nutrient,"Phosphorus, water, unfiltered, milligrams per liter as phosphorus",Agree,,,,,Total,,7723-14-0,Phosphorus,mg/l as P
210,00666,Nutrient,"Phosphorus, water, filtered, milligrams per liter as phosphorus",Agree,,,,,Dissolved,,7723-14-0,Phosphorus,mg/l as P
211,00667,Nutrient,"Phosphorus, suspended sediment, total, milligrams per liter as phosphorus",Agree,,,,,Suspended,,7723-14-0,Phosphorus,mg/l as P
212,00668,Nutrient,"Phosphorus, bed sediment, total, dry weight, milligrams per kilogram as phosphorus",Agree,,,Dry,,Bed Sediment,,7723-14-0,Phosphorus,mg/kg as P
213,00669,Nutrient,"Hydrolyzable phosphorus, water, unfiltered, milligrams per liter as phosphorus",Agree,,,,,Total,, , ,mg/l as P
214,00670,Nutrient,"Organic phosphorus, water, unfiltered, milligrams per liter as phosphorus",Agree,,,,,Total,, ,Organic phosphorus,mg/l as P
215,00671,Nutrient,"Orthophosphate, water, filtered, milligrams per liter as phosphorus",Agree,,,,,Dissolved,,14265-44-2,Phosphate,mg/l as P
216,00672,Nutrient,"Hydrolyzable phosphorus, water, filtered, milligrams per liter as phosphorus",Agree,,,,,Dissolved,, , ,mg/l as P
217,00673,Nutrient,"Organic phosphorus, water, filtered, milligrams per liter as phosphorus",Agree,,,,,Dissolved,, ,Organic phosphorus,mg/l as P
218,00674,Nutrient,"Orthophosphate, suspended sediment, total, milligrams per liter as phosphorus",Agree,,,,,Suspended,,14265-44-2,Phosphate,mg/l as P
219,00675,Nutrient,"Hydrolyzable phosphorus, suspended sediment, total, milligrams per liter as phosphorus",Agree,,,,,Suspended,, , ,mg/l as P
220,00676,Nutrient,"Organic phosphorus, suspended sediment, total, milligrams per liter as phosphorus",Agree,,,,,Suspended,, ,Organic phosphorus,mg/l as P
221,00677,Nutrient,"Hydrolyzable phosphorus plus orthophosphate, water, filtered, milligrams per liter as phosphorus",Agree,,,,,Dissolved,, , ,mg/l as P
222,00678,Nutrient,"Hydrolyzable phosphorus plus orthophosphate, water, unfiltered, milligrams per liter as phosphorus",Agree,,,,,Total,, , ,mg/l as P
223,00680,"Organics, Other","Organic carbon, water, unfiltered, milligrams per liter",Agree,,,,,Total,, ,Organic carbon,mg/l
224,00681,"Organics, Other","Organic carbon, water, filtered, milligrams per liter",Agree,,,,,Dissolved,, ,Organic carbon,mg/l
225,00682,"Inorganics, Major, Non-metals","Carbon [inorganic plus organic], water, filtered, milligrams per liter",Agree,,,,,Dissolved,,7440-44-0,Total Carbon,mg/l
226,00683,"Organics, Other","Organic carbon, suspended sediment, dry weight, milligrams per kilogram",Agree,,,Dry,,Suspended,, ,Organic carbon,mg/kg
227,00685,"Inorganics, Major, Non-metals","Inorganic carbon, water, unfiltered, milligrams per liter",Agree,,,,,Total,, ,Inorganic carbon,mg/l
228,00686,"Inorganics, Major, Non-metals","Inorganic carbon, bed sediment, total, dry weight, grams per kilogram",Agree,,,Dry,,Bed Sediment,, ,Inorganic carbon,g/kg
229,00687,"Organics, Other","Organic carbon, bed sediment, total, dry weight, grams per kilogram",Agree,,,Dry,,Bed Sediment,, ,Organic carbon,g/kg
230,00688,"Inorganics, Major, Non-metals","Inorganic carbon, suspended sediment, total, milligrams per liter",Agree,,,,,Suspended,, ,Inorganic carbon,mg/l
231,00689,"Organics, Other","Organic carbon, suspended sediment, total, milligrams per liter",Agree,,,,,Suspended,, ,Organic carbon,mg/l
232,00690,"Inorganics, Major, Non-metals","Carbon [inorganic plus organic], water, unfiltered, milligrams per liter",Agree,,,,,Total,,7440-44-0,Total Carbon,mg/l
233,00691,"Inorganics, Major, Non-metals","Inorganic carbon, water, filtered, milligrams per liter",Agree,,,,,Dissolved,, ,Inorganic carbon,mg/l
234,00692,"Organics, Other","Immiscible organic carbon, water, unfiltered, milligrams per liter",Not checked,,,,,Total,, ,Organic carbon,mg/l
235,00693,"Inorganics, Major, Non-metals","Carbon [inorganic plus organic], bed sediment, total, dry weight, grams per kilogram",Agree,,,Dry,,Bed Sediment,,7440-44-0,Total Carbon,g/kg
236,00694,"Inorganics, Major, Non-metals","Carbon [inorganic plus organic], suspended sediment, total, milligrams per liter",Agree,,,,,Suspended,,7440-44-0,Total Carbon,mg/l
237,00697,"Organics, Other","Acetic acid, water, unfiltered, recoverable, milligrams per liter",Agree,,,,,Recoverable,,64-19-7,Acetic acid,mg/l
238,00709,"Inorganics, Major, Non-metals","Fluorine, adsorbable organic, water, unfiltered, nanograms per liter",Not checked,,,,,Total,, , ,ng/l
239,00710,"Inorganics, Major, Non-metals","Fluorine, solids, dry weight, nanograms per kilogram",Not checked,,,Dry,,Total,, , ,ng/kg
240,00711,"Inorganics, Major, Non-metals","Fluorine, biota, tissue, wet weight, nanograms per kilogram",Not checked,,,Wet,,Total,, , ,ng/kg
241,00712,"Inorganics, Major, Non-metals","Fluorine, extractable organic, solids, dry weight, nanograms per kilogram",Not checked,,,Dry,,,, , ,ng/kg
242,00713,"Inorganics, Major, Non-metals","Fluorine, extractable organic, biota, tissue, wet weight, nanograms per kilogram",Not checked,,,Wet,,,, , ,ng/kg
243,00714,"Inorganics, Major, Non-metals","Fluorine, extractable organic, water, unfiltered, nanograms per liter",Not checked,,,,,Total,, , ,ng/l
244,00715,"Inorganics, Minor, Non-metals","Cyanide, free, soil, dry weight, milligrams per kilogram",Not checked,,,,,Total,, , ,mg/kg
245,00716,"Inorganics, Minor, Non-metals","Cyanide, free, bed sediment, dry weight, milligrams per kilogram",Not checked,,,,,Bed Sediment,, , ,mg/kg
246,00717,"Inorganics, Minor, Non-metals","Cyanide, weak acid, dissociable, water, filtered, micrograms per liter",Not checked,,,,,Dissolved,,57-12-5,Cyanide,ug/l
247,00718,"Inorganics, Minor, Non-metals","Cyanide, weak acid, dissociable, water, unfiltered, micrograms per liter",Agree,,,,,Total,,57-12-5, ,ug/l
248,00720,"Inorganics, Minor, Non-metals","Cyanide, water, unfiltered, milligrams per liter",Agree,,,,,Total,,57-12-5,Cyanide,mg/l
249,00721,"Inorganics, Minor, Non-metals","Cyanide, bed sediment, total, dry weight, milligrams per kilogram",Not agree,,,Dry,,Bed Sediment,,57-12-5,Cyanide,mg/kg
250,00722,"Inorganics, Minor, Non-metals","Cyanide, free, amenable to chlorination, water, unfiltered, milligrams per liter",Not checked,,,,,Total,, ,Cyanides amenable to chlorination (HCN & CN),mg/l
251,00723,"Inorganics, Minor, Non-metals","Cyanide, water, filtered, milligrams per liter",Not agree,,,,,Dissolved,,57-12-5,Cyanide,mg/l
252,00730,"Inorganics, Minor, Non-metals","Thiocyanate, water, unfiltered, milligrams per liter",Agree,,,,,Total,,302-04-5,Thiocyanate,mg/l
253,00731,"Inorganics, Minor, Non-metals","Thiocyanate, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,302-04-5,Thiocyanate,mg/l
254,00737,"Inorganics, Major, Non-metals","Thiosulfate, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,14383-50-7,Thiosulfate,mg/l
255,00738,"Inorganics, Minor, Non-metals","Tetrathionate, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,15536-54-6, ,mg/l
256,00739,"Inorganics, Minor, Non-metals","Tetrathionate, water, unfiltered, milligrams per liter",Agree,,,,,Total,,15536-54-6, ,mg/l
257,00740,"Inorganics, Minor, Non-metals","Sulfite, water, unfiltered, milligrams per liter",Not checked,,,,,Total,,14265-45-3,Sulfite (SO3),mg/l
258,00745,"Inorganics, Major, Non-metals","Sulfide, water, unfiltered, milligrams per liter",Agree,,,,,Total,,18496-25-8,Sulfide,mg/l
259,00746,"Inorganics, Major, Non-metals","Sulfide, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,18496-25-8,Sulfide,mg/l
260,00898,Physical,"Carbonate hardness, water, filtered, milligrams per liter as calcium carbonate",USGS use and no use by EPA,,,,,Dissolved,, ,"Hardness, carbonate",mg/l CaCO3
261,00900,Physical,"Hardness, water, milligrams per liter as calcium carbonate",Agree,,,,,,, ,Total hardness -- SDWA NPDWR,mg/l CaCO3
262,00901,Physical,"Carbonate hardness, water, unfiltered, milligrams per liter as calcium carbonate",Not checked,,,,,Total,, ,"Hardness, carbonate",mg/l CaCO3
263,00902,Physical,"Noncarbonate hardness, water, unfiltered, field, milligrams per liter as calcium carbonate",Not checked,,,,,Total,, ,"Hardness, non-carbonate",mg/l CaCO3
264,00903,Physical,"Noncarbonate hardness, water, unfiltered, lab, milligrams per liter as calcium carbonate",Not checked,,,,,Total,, ,"Hardness, non-carbonate",mg/l CaCO3
265,00904,Physical,"Noncarbonate hardness, water, filtered, field, milligrams per liter as calcium carbonate",Not checked,,,,,Dissolved,, ,"Hardness, non-carbonate",mg/l CaCO3
266,00905,Physical,"Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate",Not checked,,,,,Dissolved,, ,"Hardness, non-carbonate",mg/l CaCO3
267,00906,Physical,"Hardness, water, filtered, calculated, milligrams per liter as calcium carbonate",USGS use and no use by EPA,,,,,Dissolved,, ,Total hardness -- SDWA NPDWR,mg/l CaCO3
268,00907,Physical,"Hardness, water, unfiltered, calculated, milligrams per liter as calcium carbonate",USGS use and no use by EPA,,,,,Total,, ,Total hardness -- SDWA NPDWR,mg/l CaCO3
269,00908,Physical,"Hardness, water, filtered, measured, milligrams per liter as calcium carbonate",USGS use and no use by EPA,,,,,Dissolved,, ,Total hardness -- SDWA NPDWR,mg/l CaCO3
270,00909,Physical,"Hardness, water, unfiltered, measured, milligrams per liter as calcium carbonate",USGS use and no use by EPA,,,,,Total,, ,Total hardness -- SDWA NPDWR,mg/l CaCO3
271,00910,"Inorganics, Major, Metals","Calcium, water, unfiltered, milligrams per liter as calcium carbonate",Not checked,,,,,Total,,7440-70-2,Calcium,mg/l CaCO3
272,00915,"Inorganics, Major, Metals","Calcium, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,7440-70-2,Calcium,mg/l
273,00916,"Inorganics, Major, Metals","Calcium, water, unfiltered, recoverable, milligrams per liter",Not checked,,,,,Recoverable,,7440-70-2,Calcium,mg/l
274,00917,"Inorganics, Major, Metals","Calcium, bed sediment, recoverable, dry weight, milligrams per kilogram",Agree,,,Dry,,Bed Sediment,,7440-70-2,Calcium,mg/kg
275,00918,"Inorganics, Major, Metals","Calcium, water, unfiltered, recoverable, milligrams per liter",Agree,,,,,Recoverable,,7440-70-2,Calcium,mg/l
276,00920,"Inorganics, Major, Metals","Magnesium, water, unfiltered, milligrams per liter as calcium carbonate",Not checked,,,,,Total,,7439-95-4,Magnesium,mg/l CaCO3
277,00921,"Inorganics, Major, Metals","Magnesium, water, unfiltered, recoverable, milligrams per liter",Agree,,,,,Recoverable,,7439-95-4,Magnesium,mg/l
278,00923,"Inorganics, Major, Metals","Sodium, water, unfiltered, recoverable, milligrams per liter",Agree,,,,,Recoverable,,7440-23-5,Sodium,mg/l
279,00924,"Inorganics, Major, Metals","Magnesium, bed sediment, recoverable, dry weight, milligrams per kilogram",Agree,,,Dry,,Bed Sediment,,7439-95-4,Magnesium,mg/kg
280,00925,"Inorganics, Major, Metals","Magnesium, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,7439-95-4,Magnesium,mg/l
281,00926,"Inorganics, Major, Metals","Magnesium, suspended sediment, total, milligrams per liter",Agree,,,,,Suspended,,7439-95-4,Magnesium,mg/l
282,00927,"Inorganics, Major, Metals","Magnesium, water, unfiltered, recoverable, milligrams per liter",Not checked,,,,,Recoverable,,7439-95-4,Magnesium,mg/l
283,00929,"Inorganics, Major, Metals","Sodium, water, unfiltered, recoverable, milligrams per liter",Not checked,,,,,Recoverable,,7440-23-5,Sodium,mg/l
284,00930,"Inorganics, Major, Metals","Sodium, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,7440-23-5,Sodium,mg/l
285,00931,"Inorganics, Major, Metals","Sodium adsorption ratio (SAR), water, number",Agree,,,,,,, ,Sodium adsorption ratio,
286,00932,"Inorganics, Major, Metals","Sodium fraction of cations, water, percent in equivalents of major cations",Agree,,,,,,, ,"Sodium, percent total cations",%
287,00933,"Inorganics, Major, Metals","Sodium plus potassium, water, filtered, milligrams per liter as sodium",Not checked,,,,,Dissolved,, ,Sodium plus potassium,mg/l as Na
288,00934,"Inorganics, Major, Metals","Sodium, bed sediment, recoverable, dry weight, milligrams per kilogram",Agree,,,Dry,,Bed Sediment,,7440-23-5,Sodium,mg/kg
289,00935,"Inorganics, Major, Metals","Potassium, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,7440-09-7,Potassium,mg/l
290,00937,"Inorganics, Major, Metals","Potassium, water, unfiltered, recoverable, milligrams per liter",Not checked,,,,,Recoverable,,7440-09-7,Potassium,mg/l
291,00938,"Inorganics, Major, Metals","Potassium, bed sediment, recoverable, dry weight, milligrams per kilogram",Agree,,,Dry,,Bed Sediment,,7440-09-7,Potassium,mg/kg
292,00939,"Inorganics, Major, Metals","Potassium, water, unfiltered, recoverable, milligrams per liter",Agree,,,,,Recoverable,,7440-09-7,Potassium,mg/l
293,00940,"Inorganics, Major, Non-metals","Chloride, water, filtered, milligrams per liter",Not checked,,,,,Dissolved,,16887-00-6,Chloride,mg/l
294,00945,"Inorganics, Major, Non-metals","Sulfate, water, filtered, milligrams per liter",Not agree,,,,,Dissolved,,14808-79-8,Sulfate,mg/l
295,00946,"Inorganics, Major, Non-metals","Sulfate, water, unfiltered, milligrams per liter",Not agree,,,,,Total,,14808-79-8,Sulfate,mg/l
296,00950,"Inorganics, Major, Non-metals","Fluoride, water, filtered, milligrams per liter",Agree,,,,,Dissolved,,16984-48-8,Fluoride,mg/l
297,00951,"Inorganics, Major, Non-metals","Fluoride, water, unfiltered, milligrams per liter",Agree,,,,,Total,,16984-48-8,Fluoride,mg/l
298,00953,"Inorganics, Major, Non-metals","Fluorine, water, unfiltered, micrograms per liter",Agree,,,,,Total,,7782-41-4,Fluorine,ug/l
299,00954,"Inorganics, Major, Non-metals","Silica, water, unfiltered, recoverable, micrograms per liter as SiO2",Not checked,,,,,Recoverable,,7631-86-9,Silica,ug/l
300,00955,"Inorganics, Major, Non-metals","Silica, water, filtered, milligrams per liter as SiO2",Agree,,,,,Dissolved,,7631-86-9,Silica,mg/l
301,00956,"Inorganics, Major, Non-metals","Silica, water, unfiltered, milligrams per liter as SiO2",Agree,,,,,Total,,7631-86-9,Silica,mg/l
302,00978,"Inorganics, Minor, Non-metals","Arsenic, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,7440-38-2,Arsenic,ug/l
303,00985,"Inorganics, Minor, Metals","Vanadium, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,7440-62-2,Vanadium,ug/l
304,00997,"Inorganics, Minor, Non-metals","Inorganic arsenic, water, unfiltered, micrograms per liter as arsenic",Agree,,,,,Total,, , ,ug/l
305,00998,"Inorganics, Minor, Metals","Beryllium, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,7440-41-7,Beryllium,ug/l
306,00999,"Inorganics, Minor, Non-metals","Boron, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,7440-42-8,Boron,ug/l
307,01000,"Inorganics, Minor, Non-metals","Arsenic, water, filtered, micrograms per liter",Agree,,,,,Dissolved,,7440-38-2,Arsenic,ug/l
308,01001,"Inorganics, Minor, Non-metals","Arsenic, suspended sediment, total, micrograms per liter",Not agree,,,,,Suspended,,7440-38-2,Arsenic,ug/l
309,01002,"Inorganics, Minor, Non-metals","Arsenic, water, unfiltered, micrograms per liter",Agree,,,,,Total,,7440-38-2,Arsenic,ug/l
310,01003,"Inorganics, Minor, Non-metals","Arsenic, bed sediment, total digestion, dry weight, milligrams per kilogram",Not agree,,,Dry,,Bed Sediment,,7440-38-2,Arsenic,mg/kg
311,01005,"Inorganics, Minor, Metals","Barium, water, filtered, micrograms per liter",Agree,,,,,Dissolved,,7440-39-3,Barium,ug/l
312,01006,"Inorganics, Minor, Metals","Barium, suspended sediment, recoverable, micrograms per liter",Not agree,,,,,Suspended,,7440-39-3,Barium,ug/l
